#Position,fname,lname,Skin,Face,Photo,Photo Texture,Face Model Texture
,,,,,,,
Team = 49ers    Players:53,,,,,,,
DE,Derrick,Burgess,Skin22,Face10,3030,0xB80A736E,0xF61F6504
DE,Jerome,McDougle,Skin5,Face12,5174,0x12C7D513,0x9B7C35D1
DT,Corey,Simon,Skin20,Face12,2618,0x2FBFB0,0xFDC5F553
DT,Darwin,Walker,Skin19,Face14,2621,0xD3513FFC,0xB219B0B3
DT,Sam,Rayburn,Skin4,Face15,5489,0xAA43834,0x76EFCE7B
FB,Jon,Ritchie,Skin17,Face2,1251,0x6674484A,0x2339016E
FB,Thomas,Tapeh,Skin5,Face3,6614,(no photo),0x315951BF
FS,Brian,Dawkins,Skin5,Face5,1273,0x6115A519,0xD9F1387C
FS,J.R.,Reed,Skin13,Face3,6551,(no photo),0x315951BF
G,Artis,Hicks,Skin21,Face14,3604,0x46F60D77,0xCEBDD5A4
G,Jermane,Mayberry,Skin12,Face15,1294,0x4D8DC15E,0x76EFCE7B
G,Jamaal,Jackson,Skin22,Face11,5786,0xE78C1827,0x108E8FFF
G,Adrien,Clarke,Skin21,Face10,6352,(no photo),0x630E4046
G,Trey,Darilek,Skin17,Face13,6701,(no photo),0x159B72BA
RB,Brian,Westbrook,Skin14,Face7,3742,0x62A961C8,0x9CFB25BF
RB,Correll,Buckhalter,Skin5,Face6,3029,0x31D0FBF4,0xCEBDD5A4
RB,Reno,Mahe,Skin11,Face7,5449,0xA6BEED93,0xA2352E09
RB,Bruce,Perry,Skin11,Face7,6536,(no photo),0xA2352E09
ILB,Mark,Simoneau,Skin1,Face7,2681,0xDEB2CF6F,0x95302A80
ILB,Ike,Reese,Skin6,Face2,1303,0xDD47D586,0xD47F16B9
K,David,Akers,Skin17,Face6,2821,0xAD41499C,0x5F68AA34
OLB,Dhani,Jones,Skin6,Face1,2694,0x5BBAE9E9,0xFECF41DB
OLB,Nate,Wayne,Skin3,Face14,515,0x3595DDCD,0xBD4EB7CD
OLB,Justin,Ena,Skin17,Face7,3564,0x63809B6D,0x95302A80
OLB,Keith,Adams,Skin5,Face2,3000,0x6806B582,0x630E4046
P,Dirk,Johnson,Skin17,Face2,4090,0xB031835E,0x7B6B6702
QB,Donovan,McNabb,Skin4,Face2,1958,0x55A5657C,0xC41806AC
QB,Koy,Detmer,Skin17,Face5,1309,0xA0CA8B2D,0x159B72BA
QB,Jeff,Blake,Skin4,Face6,404,0x6CA79210,0xA18A0E8A
QB,Andrew,Hall,Skin17,Face5,6705,(no photo),0x159B72BA
SS,Michael,Lewis,Skin6,Face4,3635,0xAD168240,0x50025FDA
SS,Quintin,Mikell,Skin4,Face7,5178,0x951DEF62,0x76EFCE7B
T,Tra,Thomas,Skin22,Face9,1318,0x54267D93,0xFECF41DB
T,Jon,Runyan,Skin17,Face13,1719,0xC15AD195,0x159B72BA
T,Shawn,Andrews,Skin22,Face9,6311,(no photo),0xFECF41DB
TE,Chad,Lewis,Skin17,Face13,1443,0x3A20B219,0xE159FF50
TE,L.J.,Smith,Skin3,Face7,5515,0xAB89821A,0xA2352E09
TE,Mike,Bartrum,Skin1,Face15,1022,0x1EA54A0E,0x95302A80
WR,Terrell,Owens,Skin13,Face1,1561,0xEA1CFF14,0xD230C2DB
WR,Todd,Pinkston,Skin4,Face5,2793,0xDA9449DB,0x492931F0
WR,Freddie,Mitchell,Skin22,Face2,3155,0xA9445414,0xF61F6504
WR,Greg,Lewis,Skin4,Face2,6064,0xE76EF7DA,0x457B656D
WR,Sean,Morey,Skin1,Face7,1865,0xBE7AF8DA,0x95302A80
WR,Billy,McMullen,Skin5,Face1,5176,0xD5A54A7B,0x4E770BD4
C,Hank,Fraley,Skin17,17,3329,0xC1A525D,0x7B6B6702
C,Dominic,Furio,Skin17,Face10,6408,(no photo),0x7B6B6702
,,,,,,,
Team = Falcons    Players:53,,,,,,,
CB,DeAngelo,Hall,Skin11,Face1,6425,0xB52C5BAB,0x7DD4FC91
CB,Jason,Webster,Skin5,Face2,2576,0x39A28F0,0x630E4046
CB,Tod,McBride,Skin6,Face6,2875,0x87F9EDCF,0xA5B30581
CB,Aaron,Beasley,Skin3,Face6,737,0x39DD8730,0x7C24471A
CB,Derek,Ross,Skin12,Face5,3691,0x229ED98D,0x4BFED193
CB,Kevin,Mathis,Skin4,Face1,431,0xB6C5E357,0x5D14BD9C
CB,Allen,Rossum,Skin13,Face5,1277,0x73C75D1E,0xCF53B2D9
DE,Patrick,Kerney,Skin17,Face10,1909,0xCA2A3E7E,0xDF244645
DE,Brady,Smith,Skin17,Face14,1043,0xB8168074,0x39799B1C
DE,Karon,Riley,Skin20,Face10,3185,0xB8D554C3,0x457B656D
DT,Ellis,Johnson,Skin21,Face14,686,0x80E69D2,0xA2F1BC88
DT,Edward,Jasper,Skin20,Face11,1290,0xC08FEF39,0x7E5F3298
DT,Rod,Coleman,Skin22,Face13,1919,0x658F0853,0x42A8D1EC
DT,Travis,Hall,Skin9,Face10,82,0xBFCF4665,0x7B6B6702
DT,Chad,Lavalais,Skin17,16,6486,(no photo),0x77C7CCBD
DT,Dwan,Edwards,Skin19,Face9,6393,(no photo),0x0BB4D632
FB,Justin,Griffith,Skin5,Face4,5101,0xC85412A0,0xB96BFA36
FB,George,Layne,Skin17,Face4,3127,0xA39EC,0x682DBBE5
FS,Cory,Hall,Skin3,Face7,1898,0xEF48C1CD,0xC6E8985F
FS,Keion,Carpenter,Skin4,Face3,2833,0xBE36C7EA,0x7E5F3298
G,Eric,Beverly,Skin20,Face11,539,0xFBCB4D54,0x7E5F3298
G,Kynan,Forney,Skin19,Face12,3072,0x49E94D4,0xE6B04F28
G,Steve,Herndon,Skin9,Face13,3885,0xC0B61162,0x159B72BA
G,Martin,Bibla,Skin9,Face15,3519,0xF79E0705,0x95302A80
RB,Warrick,Dunn,Skin4,Face3,1659,0x73041AA3,0x3B0AF144
RB,T.J.,Duckett,Skin3,Face13,3559,0xCF87DDD7,0xB3F8D1B8
RB,Quincy,Wilson,Skin13,Face1,6669,(no photo),0x4E770BD4
ILB,Keith,Brooking,Skin1,Face6,91,0xDF188F71,0x69BBD1CD
ILB,Terrence,Robinson,Skin4,Face2,5221,0xF11A8B0A,0x457B656D
K,Jay,Feely,Skin17,Face5,3431,0x10405E0D,0x559C4EA8
OLB,Matt,Stewart,Skin1,Face5,3207,0x192A3D3C,0x159B72BA
OLB,Chris,Draft,Skin4,Face4,335,0x88E01162,0xA560BF21
OLB,Keith,Newman,Skin22,Face5,2008,0x46845029,0x42A8D1EC
OLB,Demorrio,Williams,Skin14,Face1,6664,(no photo),0xFECF41DB
P,Chris,Mohr,Skin17,Face2,210,0x3D712EE5,0x7B6B6702
QB,Michael,Vick,Skin5,Face4,3223,0x94CCE720,0x88B3F04D
QB,Ty,Detmer,Skin17,Face2,1545,0xF82C3F41,0x7B6B6702
QB,Matt,Schaub,Skin17,Face1,6581,(no photo),0x77C7CCBD
SS,Bryan,Scott,Skin21,Face7,5233,0x9D7F05EA,0x0FBA933D
SS,Etric,Pruitt,Skin14,Face6,6546,(no photo),0xA5B30581
T,Bob,Whitfield,Skin21,Face12,105,0x16C0A6A9,0xB96BFA36
T,Todd,Weiner,Skin9,Face13,1609,0xDAB2477A,0x159B72BA
T,Kevin,Shaffer,Skin17,Face11,4350,0x7F380F69,0x83110820
TE,Alge,Crumpler,Skin3,Face3,3049,0x33EE8D62,0x9703F4F6
TE,Hunter,Goodwin,Skin1,Face12,965,0xA61C7A3F,0x682DBBE5
TE,Derek,Rackley,Skin3,Face10,3815,0x2CEE28BD,0x2C984FD7
WR,Peerless,Price,Skin3,Face3,2030,0x58D9C187,0x9DBE3BE6
WR,Brian,Finneran,Skin1,Face2,2847,0xE9E8C74E,0x1BAA7D24
WR,Michael,Jenkins,Skin13,Face1,6451,(no photo),0x4E770BD4
WR,Dez,White,Skin3,Face3,2789,0x58B44C1D,0x3F632917
WR,Woodrow,Dantzler,Skin12,Face2,4518,0xB4D1E6D1,0x457B656D
C,Todd,McClure,Skin1,22,2048,0x56F8B112,0x95302A80
C,Roberto,Garza,Skin10,Face11,3077,0xF2267A04,0xF6E63E2E
,,,,,,,
Team = Giants    Players:53,,,,,,,
CB,Will,Allen,Skin4,Face9,3004,0xAC994F4E,0x43DC504B
CB,William,Peterson,Skin3,Face10,3174,0x62ACB96E,0x404FF8B3
CB,Terry,Cousin,Skin4,Face6,307,0x34A7C18,0xB0165398
CB,Frank,Walker,Skin6,Face12,5539,0xB2250B93,0x50025FDA
DE,Michael,Strahan,Skin12,Face9,1106,0xB09CC630,0xE886230C
DE,Osi,Umenyiora,Skin19,Face3,5534,0x3AB9DDD1,0x5023E6FF
DE,Keith,Washington,Skin21,Face13,132,0x7E2E6581,0xCF53B2D9
DE,Lorenzo,Bromell,Skin14,Face15,870,0x5CB723A8,0xE027D00A
DE,Isaac,Hilton,Skin9,Face15,6442,(no photo),0x95302A80
DT,Fred,Robbins,Skin20,Face12,2624,0x1E32EE73,0xAE4EE0EE
DT,William,Joseph,Skin13,Face11,5143,0xBD28BA1D,0x315951BF
DT,Norman,Hand,Skin22,16,1473,0xAEF895A1,0xD43FEFC3
DT,Martin,Chase,Skin22,20,140,0x2C45F65D,0x42A8D1EC
DT,Lance,Legree,Skin6,Face15,3797,0xF07CC316,0xE027D00A
FB,Jim,Finn,Skin17,Face6,1925,0x63E48850,0x39799B1C
FS,Omar,Stoutmire,Skin4,Face5,428,0xFBC2156B,0x4BFED193
FS,Gibril,Wilson,Skin14,Face3,6672,(no photo),0x108E8FFF
G,Rich,Seubert,Skin17,Face15,3929,0x7D08B92B,0x95302A80
G,Chris,Snee,Skin17,Face11,6690,(no photo),0x83110820
G,David,Diehl,Skin21,Face11,5367,0xE61F2E69,0x315951BF
RB,Tiki,Barber,Skin12,Face4,1135,0x336863FE,0x50C3CD31
RB,Delvin,Joyce,Skin5,Face3,4101,0x23EAFA6D,0x315951BF
RB,Ron,Dayne,Skin5,Face13,2723,0xE166AEBD,0x1FE625C7
RB,Antwoine,Womack,Skin13,Face1,4362,0xC65F40A4,0x4E770BD4
ILB,Nick,Greisen,Skin17,Face4,3588,0x99D3D155,0x682DBBE5
ILB,Reggie,Torbor,Skin13,Face13,6630,(no photo),0xCF53B2D9
K,Matt,Bryant,Skin17,Face2,3978,0x4DAA9A1B,0x7B6B6702
K,Todd,France,Skin17,Face2,3575,0xC8D4BED5,0x7B6B6702
OLB,Carlos,Emmons,Skin4,Face5,1357,0x7124C489,0x92FFCD08
OLB,Barrett,Green,Skin5,Face2,2679,0x279B9BB9,0x630E4046
OLB,Kevin,Lewis,Skin5,Face2,3905,0x96888ACE,0x630E4046
OLB,Quincy,Monk,Skin6,Face2,3654,0x40C0EC1D,0xF61F6504
P,Jeff,Feagles,Skin17,Face5,1598,0x3389805C,0x159B72BA
QB,Kurt,Warner,Skin17,Face7,1428,0x187D9BFE,0x17A43E60
QB,Eli,Manning,Skin1,Face1,6504,0x7A5210F4,0xFB66C4F7
QB,Jesse,Palmer,Skin1,Face14,3171,0xE4ACAD1,0x39799B1C
SS,Shaun,Williams,Skin19,Face3,1100,0x5704AE72,0xBC55511F
T,Luke,Petitgout,Skin9,Face13,2004,0xCB5C00B9,0x159B72BA
T,Barry,Stokes,Skin17,17,880,0x6BBF8297,0x7B6B6702
T,Andrew,Strojny,Skin17,Face3,6611,(no photo),0x83110820
T,Ian,Allen,Skin22,Face13,3957,0xA84694EC,0x42A8D1EC
TE,Jeremy,Shockey,Skin1,Face13,3702,0xA29736A4,0xC8F330DB
TE,Marcellus,Rivers,Skin22,Face10,3817,0x65487EAB,0xF61F6504
TE,Visanthe,Shiancoe,Skin12,Face13,5238,0x7E71101B,0x4BFED193
WR,Amani,Toomer,Skin4,Face1,1148,0x7503DEFD,0x3C798913
WR,Ike,Hilliard,Skin4,Face1,1146,0xA685EFD0,0xE771A268
WR,Tim,Carter,Skin6,Face7,3537,0x9A0E5ACD,0xE027D00A
WR,Willie,Ponder,Skin6,Face4,5483,0x7BA4DB68,0x50025FDA
WR,Jamaar,Taylor,Skin11,Face5,6619,(no photo),0xE3A1E743
C,Shaun,O'Hara,Skin9,Face10,3372,0x1F728D4B,0x7B6B6702
C,Scott,Peters,Skin9,Face15,3668,0x86463FFE,0x95302A80
C,Carson,Dach,Skin17,Face1,6210,(no photo),0x77C7CCBD
C,Ryan,Kuehl,Skin9,Face2,2868,0xC88EF635,0x7B6B6702
,,,,,,,
Team = Jaguars    Players:53,,,,,,,
CB,Juran,Bolden,Skin5,Face2,245,0x96271136,0x630E4046
CB,Rashean,Mathis,Skin5,Face3,5169,0x6A5CCCAD,0x315951BF
CB,Dewayne,Washington,Skin5,Face5,1340,0x8D3B0FF8,0xB0DF402B
CB,Kiwaukee,Thomas,Skin6,Face3,2598,0x41A906AB,0x108E8FFF
CB,Chris,Thompson,Skin12,Face1,6625,(no photo),0x5D14BD9C
DE,Tony,Brackens,Skin11,Face13,744,0xB22E3090,0x7E3E608A
DE,Hugh,Douglas,Skin13,Face13,1281,0x20107E0A,0x249EEA25
DE,Paul,Spicer,Skin22,Face10,3389,0xC58D2524,0xF61F6504
DE,Lionel,Barnes,Skin4,Face15,1937,0x1510C90D,0x76EFCE7B
DE,Bobby,McCray,Skin13,Face13,6508,(no photo),0xCF53B2D9
DT,Marcus,Stroud,Skin12,Face10,3210,0xDE9C2965,0xAC710B0A
DT,John,Henderson,Skin21,Face11,3602,0x7352C2D4,0x6B391C0F
DT,Rob,Meier,Skin9,Face13,2613,0xED82C3CC,0x159B72BA
DT,Anthony,Maddox,Skin22,Face12,6714,(no photo),0x50025FDA
FB,Marc,Edwards,Skin1,Face2,1548,0xE019DD15,0x7B6B6702
FB,Chris,Fuamatu-Ma'afala,Skin3,Face9,1371,0x5E06FBDA,0xFCCE1ECA
FS,Deon,Grant,Skin4,Face2,2740,0xE40A73CC,0xB69C8C5F
G,Vincent,Manuwai,Skin2,Face9,5165,0x55715D2D,0x150789DC
G,Chris,Naeole,Skin10,Face13,1055,0x95D2B566,0xD3C84E69
G,Mike,Compton,Skin17,Face10,564,0x255238A8,0x7B6B6702
RB,Fred,Taylor,Skin4,Face1,778,0x8CD6E177,0xC8F5BEB9
RB,Greg,Jones,Skin14,Face1,6466,(no photo),0xFECF41DB
RB,LaBrandon,Toefield,Skin5,Face4,5265,0xBF28BAD6,0xB96BFA36
RB,David,Allen,Skin5,Face4,3956,0x5D7C534E,0xB96BFA36
ILB,Mike,Peterson,Skin4,Face1,1985,0xBACAD226,0x2DA763EB
ILB,Daryl,Smith,Skin5,Face1,6598,(no photo),0x4E770BD4
K,Josh,Scobee,Skin1,Face3,6584,(no photo),0x83110820
OLB,Greg,Favors,Skin22,Face4,831,0x16DF8FF2,0x50025FDA
OLB,Akin,Ayodele,Skin4,Face4,3508,0x4E8E0285,0xAE4EE0EE
OLB,Tommy,Hendricks,Skin6,Face15,3337,0x4E5D097E,0xE027D00A
OLB,Hakim,Akbar,Skin5,Face5,3001,0xCD173337,0xCF53B2D9
OLB,Jorge,Cordova,Skin1,Face1,6699,(no photo),0x77C7CCBD
P,Chris,Hanson,Skin17,Face2,2855,0x6B8D1B56,0x7B6B6702
QB,Byron,Leftwich,Skin21,Face7,5156,0x9C5B3FBC,0x2F2AA67E
QB,David,Garrard,Skin22,Face4,3580,0x4D24CEDB,0x50025FDA
QB,Quinn,Gray,Skin21,Face13,4596,0x89821587,0xCF53B2D9
SS,Donovin,Darius,Skin3,Face3,735,0xBC89DCD0,0xEBDB0CDF
SS,Anthony,Mitchell,Skin13,Face7,3366,0xB89F3F10,0x0FBA933D
T,Mike,Pearson,Skin9,Face14,3665,0x16CAC79F,0x39799B1C
T,Maurice,Williams,Skin21,Face10,3236,0xC9D028BF,0x630E4046
T,Ephraim,Salaam,Skin22,Face9,106,0xE661E60F,0xFECF41DB
T,Sean,Bubin,Skin21,Face15,6337,(no photo),0x0FBA933D
TE,Kyle,Brady,Skin1,Face14,1204,0x126601AD,0xD2F87E90
TE,Chris,Luzar,Skin1,Face9,4328,0xE38EB129,0x77C7CCBD
WR,Jimmy,Smith,Skin3,Face5,793,0xD7716A3D,0xBBED1F93
WR,Reggie,Williams,Skin5,Face1,6661,(no photo),0x4E770BD4
WR,Troy,Edwards,Skin22,Face1,1989,0x10E86826,0xFECF41DB
WR,Ernest,Wilford,Skin13,Face1,6657,(no photo),0x4E770BD4
WR,Matthew,Hatchette,Skin6,Face7,969,0xA46F9264,0xE027D00A
WR,Jermaine,Lewis,Skin3,Face2,174,0xE4B95F9B,0x80DE4847
C,Brad,Meester,Skin17,Face10,2566,0xD6424C14,0x7B6B6702
C,Brett,Romberg,Skin17,Face13,5224,0x6693685A,0x159B72BA
C,Joe,Zelenka,Skin17,Face10,3833,0x9BFF1550,0x7B6B6702
,,,,,,,
Team = Jets    Players:53,,,,,,,
CB,Donnie,Abraham,Skin6,Face1,1626,0x47982DD3,0xFECF41DB
CB,David,Barrett,Skin6,Face5,2580,0x2BFD61A6,0x42A8D1EC
CB,Ray,Mickens,Skin6,Face2,1158,0x1E3AEDF,0xF61F6504
CB,Derrick,Strait,Skin14,Face1,6610,(no  photo),0xFECF41DB
CB,Omare,Lowe,Skin2,Face2,3637,0x2E9BB884,0xD31D8B97
DE,Shaun,Ellis,Skin21,Face13,2600,0x20A74D25,0xCD857C9C
DE,John,Abraham,Skin4,Face3,2677,0xDE1FBA41,xBDB66165
DE,Matt,Walters,Skin9,Face15,5279,0x15CD942,x95302A80
DE,Bryan,Thomas,Skin12,Face13,3725,0x66215127,0x4BFED193
DE,Trevor,Johnson,Skin9,Face15,6454,(no photo),0x95302A80
DT,Jason,Ferguson,Skin20,17,1169,0x99CB2519,0x78744775
DT,Dewayne,Robertson,Skin5,Face10,5220,0x9EE33105,0xD2E566EF
DT,Josh,Evans,Skin6,Face11,1698,0x41546324,0x108E8FFF
DT,James,Reed,Skin21,Face10,3183,0x2BE40BC3,0x630E4046
DT,Alan,Harper,Skin20,Face13,3592,0x65CF0058,0x4BFED193
DT,Randy,Chevrier,Skin9,Face10,3039,0x6D2B2C7F,0x7B6B6702
FB,Jerald,Sowell,Skin21,Face2,1196,0xB5689900,0x630E4046
FB,B.J.,Askew,Skin6,Face3,5020,0x3A25E5D2,0x108E8FFF
FS,Jon,McGraw,Skin1,Face2,3644,0x7216A8B4,0x7B6B6702
FS,Erik,Coleman,Skin13,Face6,6360,(no photo),0xCEBDD5A4
G,Brandon,Moore,Skin13,Face7,3655,0xC15982D,0x0FBA933D
G,Brent,Smith,Skin17,Face13,903,0xE0E90F8B,0x159B72BA
G,Jonathan,Goodwin,Skin20,Face11,3583,0x815C1271,0x7E5F3298
RB,Curtis,Martin,Skin13,Face5,1195,0xD64A3992,0xAAD8C354
RB,Lamont,Jordan,Skin13,Face6,3119,0xC569DDDE,x5B514B0F
RB,Derrick,Ward,Skin11,Face7,6735,(no photo),0xA2352E09
ILB,Sam,Cowart,Skin6,Face6,201,0x266AF6C8,0x8ABF189E
ILB,Jonathan,Vilma,Skin12,Face1,6640,(no photo),0xF3ECEABD
K,Doug,Brien,Skin17,Face1,4375,0xE5FEAD15,0x77C7CCBD
OLB,Victor,Hobson,Skin11,Face2,5121,0x99DFDD33,0x2C984FD7
OLB,Eric,Barton,Skin19,Face6,1999,0x693679B7,0x40AD1DED
OLB,Quincy,Stewart,Skin6,Face2,3814,0xF3EEDACF,0xF61F6504
OLB,Jason,Glenn,Skin6,Face7,3080,0xD0592FC0,0xE027D00A
OLB,Darrell,McClover,Skin5,Face6,6717,(no photo),0xCEBDD5A4
P,Toby,Gowin,Skin17,Face2,462,0x320F321C,0x7B6B6702
QB,Chad,Pennington,Skin17,Face5,2708,0x72359F20,0xF291AB7D
QB,Brooks,Bollinger,Skin17,Face6,5039,0x4DE1DA8E,0x39799B1C
SS,Reggie,Tongue,Skin4,Face4,802,0xA0AFCC5A,0xB229647B
SS,Rashad,Washington,Skin12,Face7,6646,(no photo),0x76EFCE7B
SS,Derek,Pagel,Skin1,Face3,5199,0x88AED8B7,0x83110820
T,Jason,Fabini,Skin17,Face10,1202,0xC853B9F7,0x7B6B6702
T,Kareem,McKenzie,Skin21,Face13,3147,0x4FAFB1E6,0xCF53B2D9
T,Adrian,Jones,Skin5,Face15,6468,(no photo),0x0FBA933D
T,Marko,Cavka,Skin6,Face13,6347,(no photo),0x42A8D1EC
TE,Anthony,Becht,Skin17,Face12,2774,0x86E7FB9D,0x058C3F28
TE,Chris,Baker,Skin6,Face10,3509,0x15395781,0xF61F6504
TE,James,Dearth,Skin1,Face10,1862,0x9EF521FE,0x7B6B6702
WR,Justin,McCareins,Skin4,Face14,3144,0x8AC2764,0x688EAF51
WR,Santana,Moss,Skin4,Face2,3160,0x7FC748C2,0x5A21AD7B
WR,Wayne,Chrebet,Skin1,Face5,1208,0xEB6B43BC,0x5638949A
WR,Jerricho,Cotchery,Skin14,Face2,6366,(no photo),0xF61F6504
WR,Ken-Yon,Rambo,Skin5,Face13,3182,0xA245E834,0xCF53B2D9
C,Kevin,Mawae,Skin18,Face13,1152,0xDE696F00,0xD3C84E69
,,,,,,,
Team = Lions    Players:53,,,,,,,
CB,Fernando,Bryant,Skin6,Face7,1984,0x3C69837,0xE027D00A
CB,Dre',Bly,Skin3,Face4,1990,0x89C61BCC,0x2E5A2C46
CB,Chris,Cash,Skin6,Face2,4294,0xAB51CA77,0xF61F6504
CB,Andre',Goodman,Skin14,Face2,3582,0x7F10F61C,0xF61F6504
CB,Dainon,Sidney,Skin4,Face2,1685,0x90EF9D6A,0x457B656D
CB,Keith,Smith,Skin11,Face10,6597,(no photo),0x2C984FD7
DE,Robert,Porcher,Skin21,Face9,552,0xE00216C3,0xDD5DDCC2
DE,James,Hall,Skin22,Face10,3335,0x91550D37,0xF61F6504
DE,Kalimba,Edwards,Skin6,Face11,3563,0x48112EE9,0x108E8FFF
DT,Shaun,Rogers,Skin21,21,3190,0x8BDF584B,0x37DB1FC5
DT,Dan,Wilkinson,Skin22,22,1753,0xE3031FB7,xE027D00A
DT,Marcus,Bell,Skin21,19,3017,0x3724CE52,xB96BFA36
DT,Kelvin,Pritchett,Skin22,16,755,0xD647D122,0xFECF41DB
DT,Cory,Redding,Skin13,Face14,5217,0xD4BA00CC,0xCEBDD5A4
FB,Cory,Schlesinger,Skin9,Face9,584,0xC5A72D22,xDB6B4AD4
FS,Brock,Marion,Skin2,Face4,859,0x35EE4892,0x065118A3
FS,Terrence,Holt,Skin4,Face4,5123,0xF245850E,0xAE4EE0EE
G,Damien,Woody,Skin22,Face13,1991,0x4B04F440,0x42A8D1EC
G,David,Loverne,Skin9,Face13,2000,0xD81A985E,0x159B72BA
G,Matt,Joyce,Skin17,Face14,46,0x38BBFF8,0x39799B1C
RB,Kevin,Jones,Skin11,Face1,6464,(no photo),0xB2D8B14D
RB,Shawn,Bryson,Skin4,Face5,2050,0x97F64D70,0x4BFED193
RB,Artose,Pinner,Skin13,Face7,5210,0xB0451527,0x0FBA933D
RB,Olandis,Gary,Skin12,Face6,1866,0x2A1F6C44,0x6E2CD53B
RB,Paul,Smith,Skin11,Face1,2648,0x756DC31C,0x0BB4D632
RB,Avon,Cobourne,Skin13,Face7,5057,0x30FF7E10,0x0FBA933D
ILB,Earl,Holmes,Skin6,Face1,1360,0xBDADB6E6,0x462B1AE7
ILB,Wali,Rainer,Skin5,Face6,2108,0x21E7EA91,0xCEBDD5A4
K,Jason,Hanson,Skin17,Face5,567,0xD5382E40,x159B72BA
OLB,Boss,Bailey,Skin12,Face4,5022,0xE84F910D,0xE3F67CA4
OLB,Teddy,Lehman,Skin1,Face1,6491,(no photo),x77C7CCBD
OLB,Alex,Lewis,Skin13,Face1,6496,(no photo),0x4BFED193
OLB,James,Davis,Skin1,Face5,5365,0xD415143D,0x159B72BA
OLB,Donte',Curry,Skin4,Face5,3767,0xA035BFE6,0x4BFED193
P,Nick,Harris,Skin17,Face10,3089,0x3536DFD2,0x7B6B6702
QB,Joey,Harrington,Skin17,Face5,3593,0xCB438D76,0x3D0951B3
QB,Mike,McMahon,Skin17,Face14,3148,0xD07F6A80,0x4C032496
QB,Rick,Mirer,Skin17,Face2,643,0x5E67BA22,0x7B6B6702
SS,Brian,Walker,Skin20,Face4,863,0x89A994EE,0x6B830594
SS,Bracy,Walker,Skin20,Face7,809,0x9A84E549,0x76EFCE7B
T,Jeff,Backus,Skin1,20,3008,0xA6707471,0x159B72BA
T,Stockar,McDougle,Skin22,22,2763,0x48078B65,0xE027D00A
T,Kelly,Butler,Skin14,Face12,6339,(no photo),0x50025FDA
TE,Stephen,Alexander,Skin9,Face13,1790,0x4F470D21,0x159B72BA
TE,Casey,Fitzsimmons,Skin1,Face2,5382,0xB24E70E3,0x7B6B6702
TE,Brad,Banta,Skin1,Face10,723,0x580A81E3,0x7B6B6702
WR,Charles,Rogers,Skin6,Face2,5223,0x8FC24519,0xB74B6051
WR,Roy,Williams,Skin13,Face1,6660,(no photo),0x9A385B7E
WR,Tai,Streets,Skin3,Face7,2081,0x9F9720A9,0x262AB0A8
WR,Az-zahir,Hakim,Skin4,Face7,1447,0x64AFE787,0x91D922C8
WR,Scotty,Anderson,Skin13,Face6,3005,0xD11EE080,0xCEBDD5A4
WR,Reggie,Swinton,Skin4,Face2,3434,0xA38A6B90,0x457B656D
C,Dominic,Raiola,Skin1,Face11,3181,0x8B445692,0x83110820
,,,,,,,
Team = Packers    Players:53,,,,,,,
CB,Mike,McKenzie,Skin3,Face3,2087,0xEE36F2E,0x1044C7DB
CB,Al,Harris,Skin13,Face4,1276,0xB77282FF,0x737CF259
CB,Ahmad,Carroll,Skin13,Face1,6342,(no photo),0x4E770BD4
CB,Michael,Hawthorne,Skin5,Face2,2584,0x3F40CEFF,0x630E4046
CB,Bhawoh,Jue,Skin6,Face12,3120,0xEFD7CF1D,0x50025FDA
CB,James,Whitley,Skin3,Face5,4262,0xB97C3107,0xE3A1E743
CB,Joey,Thomas,Skin12,Face7,6623,(no photo),0x76EFCE7B
CB,Chris,Watson,Skin5,Face4,1921,0x9A0B7C87,0xB96BFA36
DE,Chukie,Nwokorie,Skin22,Face14,2887,0xD0AE1BF9,0xA5B30581
DE,Kabeer,Gbaja-Biamila,Skin13,Face11,2609,0xC0F4FC0,0xF797EA5C
DE,Aaron,Kampman,Skin17,Face15,3624,0xE7C8BF50,0x95302A80
DE,Larry,Smith,Skin22,Face14,1998,0xC0F30976,0xA5B30581
DT,Grady,Jackson,Skin22,16,1226,0xDEDEEC39,0x6AA74651
DT,Cletidus,Hunt,Skin14,Face14,4374,0xF9FAFF98,0xA5B30581
DT,Donnell,Washington,Skin21,Face9,6647,(no photo),0x4E770BD4
DT,Kenny,Peterson,Skin12,Face15,5205,0x9EE5FE9,0x76EFCE7B
DT,Corey,Williams,Skin21,Face12,6666,(no photo),0xB96BFA36
FB,William,Henderson,Skin20,Face1,645,0x5CD7E85F,0x1DED64C2
FB,Nicolas,Luchey,Skin12,Face1,4992,0xABF6E5A0,0x5D14BD9C
FS,Mark,Roman,Skin22,Face2,2741,0x7045C05D,0xF61F6504
FS,Curtis,Fuller,Skin13,Face10,3073,0x29F5DB28,0x630E4046
G,Mike,Wahle,Skin17,Face10,630,0x182F909,0x7B6B6702
G,Marco,Rivera,Skin17,Face13,628,0x3F7D12B,0x159B72BA
G,Grey,Ruegamer,Skin17,Face11,2094,0x5D3DEF0E,0x83110820
RB,Ahman,Green,Skin4,Face1,1604,0x890AE89D,0x6A2FE241
RB,Tony,Fisher,Skin13,Face3,4557,0x76336723,0x315951BF
RB,Najeh,Davenport,Skin6,Face3,3550,0x6C36DF44,0x108E8FFF
